"Air.Pressure..Hecta.pascals." "Air.temp..deg.celcius." "Humidity...." "maximum.Wind.speed..km.h." "water.pressure..decibar." "water.temp..deg.celcius."
"2421" 1012.4 25.1 80.3 35.64 6.593 27.2667
"2422" 1009.1 27.4 76 37.08 6.421 29.0145
"2423" 1005.8 28.4 74.4 24.12 7.016 29.4412
"2424" 1011.6 26.7 74.4 38.52 6.385 29.4
"2425" 1013.9 24.9 77.6 30.24 5.252 28.1723
"2426" 1008.5 27.7 82.8 21.24 6.58 28.8374
"2427" 1004 29 76.3 22.32 5.651 28.9949
"2428" 1011.8 26.1 82.9 46.44 6.052 27.714
"2429" 1010.2 27.6 79.1 29.88 6.3 29.3094
"2430" 1010.5 26.2 78.5 33.84 5.79 28.9748
"2431" 1010.7 26.4 77.8 37.8 7.158 29.1591
"2432" 1005.9 26.8 82.6 38.52 5.554 29.5183
"2433" 1010.6 25.1 81.4 37.8 5.179 28.0189
"2434" 1010.5 26.3 85.1 39.96 6.841 28.7767
"2435" 1011.3 25 75.7 32.04 6.907 27.7272
"2436" 1009.4 29 79.2 28.44 7.416 28.8177
"2437" 1009.3 28.5 79.9 32.76 6.688 29.3614
"2438" 1008.5 25.7 85.8 51.48 5.384 29.0277
"2439" 1008.7 27.2 74.1 39.24 5.088 29.1514
"2440" 1010 26.2 83.8 41.4 7.028 28.8102
"2441" 1011.3 26.6 83.7 37.8 6.973 29.1339
"2442" 1013.6 24.6 75.6 37.8 6.497 27.4303
"2443" 1011.8 27.4 76.7 37.08 5.608 29.0905
"2444" 1003.1 28.5 76.9 41.04 5.69 29.4054
"2445" 1012.7 25.3 78.7 45 5.929 27.6616
"2446" 1012.1 25.4 75.4 47.88 5.82 27.295
"2447" 1008.5 27.1 72.8 45 5.959 29.0981
"2448" 1010.5 27.6 69.3 40.68 6.488 29.2031
"2449" 1009.8 28.5 74.6 39.24 7.434 29.0071
"2450" 1011 26.5 83.8 28.08 5.899 29.0068
"2451" 1012 26.9 77.5 33.84 6.026 29.418
"2452" 1014.1 24.9 77.5 33.48 5.251 28.149
"2453" 1004.5 26.2 87.1 26.28 6.382 29.0802
"2454" 1009.2 26.2 82.2 48.24 5.914 29.0572
"2455" 1008.9 27.3 84.8 32.04 7.396 29.811
"2456" 1008.4 26.3 76.6 32.04 6.824 29.0362
"2457" 1011 26.1 86.3 46.08 6.525 28.9784
"2458" 1010.6 25.4 81.5 38.16 6.117 27.582
"2459" 1009.7 27.7 79.1 38.52 6.256 29.0009
"2460" 1008.7 26.9 76.1 29.16 5.91 29.1594
"2461" 1009.1 27.5 74.3 36.72 6.416 29.0163
"2462" 1011.1 25.7 79 42.48 5.837 27.7346
"2463" 1008.7 28.7 71.6 33.12 5.206 29.0095
"2464" 1013.4 24.8 80.4 38.88 5.455 27.8333
"2465" 1014.3 24.9 78.3 30.96 7.127 28.0777
"2466" 1011 26.1 85.9 40.68 6.769 28.7279
"2467" 1009.6 27.8 77.5 34.92 6.423 29.3145
"2468" 1011.7 25 76.9 30.96 6.224 28.2385
"2469" 1011.2 28.7 75.5 26.64 5.128 28.9003
"2470" 1005.6 28.6 80.4 36 6.246 29.1772
"2471" 1012.8 25.3 78.2 51.84 6.509 27.6471
"2472" 1012.6 27.5 77.2 32.04 4.989 29.2906
"2473" 1009.9 27.5 80.4 39.24 6.55 28.9542
"2474" 1010.5 28.4 79.1 34.2 5.864 29.4331
"2475" 1008.6 27 81.7 13.68 6.009 29.0737
"2476" 1007.2 28.6 79.7 37.8 5.685 29.334
"2477" 1012.7 27.4 69.9 36.72 6.028 29.5058
"2478" 1009.7 28.3 76.5 44.28 5.592 29.5813
"2479" 1010.6 27 78.6 50.04 6.863 28.6989
"2480" 1012 26.8 79 27.36 5.495 29.2397
"2481" 1008.2 27 78.7 47.16 6.544 28.809
"2482" 1013 25.6 71.1 39.6 5.953 28.3193
"2483" 1008.2 28.4 76.8 11.16 6.69 29.0666
"2484" 1009.8 25.8 74.5 37.8 7.489 28.3477
"2485" 1005.9 27.7 78.7 39.24 6.284 29.2011
"2486" 1013.8 25.1 77.4 31.68 7.167 28.3034
"2487" 1012.8 25.2 74.5 45.36 6.554 27.8288
"2488" 1005.5 28.7 79.7 16.92 6.509 28.8473
"2489" 1014 24.9 78.3 32.76 6.104 28.1426
"2490" 1006.6 27.8 81.4 14.04 5.17 29.0197
"2491" 1009.4 27.4 76 40.68 5.765 28.938
"2492" 1010.8 27.4 66.6 43.92 5.88 29.4845
"2493" 1012.5 25.7 70 36.36 6.072 28.4161
"2494" 1010.6 27.3 82.2 25.2 5.467 29.068
"2495" 1011.4 27.5 79 41.4 5.03 29.1279
"2496" 1001.3 26.5 88.8 51.84 6.638 29.3102
"2497" 1008.4 26.9 73.1 54.72 6.12 28.8759
"2498" 1008 28.7 70.9 20.52 7.476 28.494
"2499" 1010.8 25.5 80.6 45.36 6.139 27.5879
"2500" 1011.6 25 77 42.12 6.281 27.4446
"2501" 1009.4 25.9 77.5 39.6 5.907 28.721
"2502" 1013.4 25 69.7 33.84 5.493 28.4018
"2503" 1010.6 25.5 90.7 47.88 5.394 29.1336
"2504" 1008.6 25.8 87.6 31.32 6.097 29.1073
"2505" 1011.2 26.4 83.1 47.52 5.83 28.9478
"2506" 1011.6 25.1 78.6 29.88 6.475 28.219
"2507" 1007.5 28.9 76.5 33.12 5.392 29.6977
"2508" 1014 25.3 81.2 34.56 5.976 28.3058
"2509" 1010.9 25.4 76.6 38.16 6.532 27.8732
"2510" 1010.3 26.4 82 42.12 6.672 28.863
"2511" 1014.8 25.1 81.8 48.96 6.754 27.6358
"2512" 1012.3 26.8 75.6 33.12 6.173 29.1968
"2513" 1011.7 25.7 74.6 37.08 6.931 28.0727
"2514" 1012.1 27.1 73 34.56 5.902 29.3756
"2515" 1011.1 26.4 78.4 37.44 7.068 29.0562
"2516" 1014 25.4 78.3 47.52 5.51 27.7035
"2517" 1008.4 27.9 78.7 34.92 6.595 29.3842
"2518" 1010.6 27.2 72.8 35.28 6.807 29.1639
"2519" 1011.7 25.4 75.7 42.84 7.151 28.0993
"2520" 1012.4 24.6 71.1 37.8 5.869 28.4628
"2521" 1014.4 25.1 78.9 43.2 5.216 28.2647
"2522" 1009.2 28.9 78.2 44.64 6.74 29.4971
"2523" 1007 25.8 85 36.72 6.888 29.0305
"2524" 1010.9 24.8 84 28.8 5.912 28.6816
"2525" 1009.7 28.8 79.2 43.56 5.777 29.2392
"2526" 1008.6 26.8 78.9 45.36 6.704 28.6596
"2527" 1008.1 28.1 76.5 29.88 7.136 29.2955
"2528" 1008.8 29 79 39.96 6.343 29.3629
"2529" 1008 27.6 73.7 5.76 5.645 28.6068
"2530" 1008 28.6 73.3 37.44 5.699 29.2308
"2531" 1006.4 25.1 87.3 16.92 5.12 29.012
"2532" 1009 25.6 82.1 41.04 6.457 27.422
"2533" 1016 24.4 82.5 35.64 6.228 27.4784
"2534" 1011.4 25.2 74.7 36 5.512 28.3586
"2535" 1006.6 28.3 78.7 42.84 6.888 29.8756
"2536" 1008.5 26.5 73.7 39.96 7.146 28.444
"2537" 1002.9 27.1 83.4 39.24 5.925 29.2385
"2538" 1010.1 26.5 83 32.04 6.562 28.9578
"2539" 1010.6 26.4 82.6 42.12 6.421 28.9864
"2540" 1012.1 25.3 82.7 37.44 5.861 28.1271
"2541" 1008 28.1 78.2 29.16 6.905 29.2254
"2542" 1010.6 28.6 77.8 25.2 5.285 28.8835
"2543" 1010.2 28.1 74.9 11.16 5.159 28.5887
"2544" 1007.2 28.6 75.2 42.48 5.567 29.4848
"2545" 1002.9 28.1 78.6 44.28 5.684 29.3889
"2546" 1008.3 28.4 77.1 24.48 6.117 28.6791
"2547" 1010.4 25.8 78.5 44.28 6.001 27.3243
"2548" 1003.6 28.4 79.9 41.04 6.625 29.2854
"2549" 1008.5 25.8 83.8 43.56 7.063 29.1477
"2550" 1008.8 27.3 81 25.2 5.818 29.7432
"2551" 1014.7 25.1 75.2 38.52 6.341 27.3527
"2552" 1011.5 24.4 81.7 31.68 6.393 27.3158
"2553" 1013.7 25 80.2 29.52 5.871 28.1935
"2554" 1014.2 25.4 78.7 46.44 5.036 28.2285
"2555" 1010 27.2 80.8 33.12 7.014 29.2703
"2556" 1007.3 28 71.7 39.24 5.644 29.1101
"2557" 1004.6 29 76.5 23.4 6.733 28.9697
"2558" 1010.4 25.1 78.9 39.6 6.242 27.6801
"2559" 1013.2 24.8 78.8 34.2 6.486 27.4751
"2560" 1009.2 28 74.9 50.04 5.605 29.4827
"2561" 1008.1 27.4 80.8 31.68 6.003 29.0966
"2562" 1012.1 27 81.4 32.4 6.926 29.1403
"2563" 1009.5 25.6 81.5 43.2 6.472 27.4482
"2564" 1012.5 25.2 75.5 45.36 6.571 27.7285
"2565" 1003 28.7 78.6 37.08 5.807 29.4049
"2566" 1009.9 25.5 75.6 39.96 6.156 28.1401
"2567" 1007.7 25.9 86.3 32.04 6.541 29.0851
"2568" 1014.4 24.9 80.2 28.8 7.17 28.0639
"2569" 1005.1 28.6 76.2 25.2 6.405 29.2031
"2570" 1005.2 28.9 80.4 11.52 6.983 28.6093
"2571" 1009.4 28.7 75.7 29.16 5.101 29.0824
"2572" 1003.8 28.8 78.6 53.64 6.183 29.201
"2573" 1012.3 27.1 76 42.12 6.586 29.4317
"2574" 1013.5 24.7 75.3 39.24 6.509 27.4405
"2575" 1012.4 27.1 81.2 27.36 6.744 29.0667
"2576" 1003.4 27.5 80.8 25.2 6.584 29.5904
"2577" 1008.8 28.5 74.6 37.44 5.604 29.2316
"2578" 1008.8 26.4 78.3 39.6 7.101 29.061
"2579" 1009.6 26.6 81.1 39.24 5.983 28.9852
"2580" 1014.1 23.6 80.8 46.44 6.648 27.6469
"2581" 1010.8 24.8 77.5 34.2 5.002 28.6432
"2582" 1013.5 25 74 38.52 5.451 28.14
"2583" 1005.6 27.5 78.4 10.08 5.669 28.7718
"2584" 1014.2 25.6 73.3 36.36 7.052 28.2062
"2585" 1008.4 25.3 89.5 26.28 6.013 29.7354
"2586" 1013.2 24.2 69.3 33.48 4.692 28.5103
"2587" 1011.1 26.8 71.2 33.48 6.577 29.2235
"2588" 1010.8 26.6 72.3 45 7.067 29.1063
"2589" 1008.2 27.8 81.9 38.16 5.796 29.435
"2590" 1013.8 24.7 82.7 39.96 5.601 27.8735
"2591" 1013.3 25.2 75.1 45.72 5.93 27.7794
"2592" 1009.4 27.2 81.6 27.72 5.846 29.0548
"2593" 1011.4 28.8 74.5 25.92 5.037 28.9429
"2594" 1006.8 29 80.8 36.36 5.508 29.2892
"2595" 1004 28.2 78 33.12 6.544 29.2527
"2596" 1011.5 24.8 78.6 47.88 5.615 28.5197
"2597" 1008.8 27.8 72.3 35.28 6.004 29.3398
"2598" 1009.6 28.5 77 24.84 5.384 29.3465
"2599" 1010.3 26.4 78.6 44.64 6.495 28.4591
"2600" 1011.1 25.2 77.5 42.12 6.544 27.6349
"2601" 1010.8 26.5 82.1 31.68 6.09 28.8971
"2602" 1010.1 26 84.6 46.44 5.922 28.783
"2603" 1014.7 26.4 81.2 32.4 7.028 29.1862
"2604" 1008.7 26.5 77 42.12 6.693 28.7527
"2605" 1006.2 28.6 79.7 40.32 6.317 29.2118
"2606" 1006.4 28.5 80.7 3.96 6.742 28.7044
"2607" 1011.4 26.8 71.1 35.64 5.25 29.7149
"2608" 1008 27.2 78.5 25.56 5.983 29.1594
"2609" 1011.6 24.3 83.3 47.16 5.69 28.5194
"2610" 1012.3 27.5 79.9 47.52 5.472 29.0265
"2611" 1007.8 27.5 76.2 38.52 5.644 29.1019
"2612" 1008.7 25.8 88.7 46.8 5.46 28.9969
"2613" 1011.2 26.5 74.6 23.76 5.088 29.5461
"2614" 1009.3 26 78.3 47.16 6.146 27.1338
"2615" 1010.3 25.9 81.7 45.72 5.891 27.7698
"2616" 1008.6 26.8 83.3 51.84 5.819 28.9872
"2617" 1002.7 26.7 77.9 27.36 5.823 29.4993
"2618" 1013.7 25.3 78.1 43.56 6.517 27.3434
"2619" 1010 25.1 83.8 36 4.976 28.0051
"2620" 1008.9 27.5 79.6 28.44 5.666 28.9446
"2621" 1011.6 27.1 73.6 45.36 7.015 29.2015
"2622" 1011.9 25.5 70.8 41.4 5.715 27.8228
"2623" 1012.3 25.1 76.9 33.84 6.085 28.4877
"2624" 1007.3 27.8 84.6 4.68 6.168 29.1113
"2625" 1006.7 29 80.6 36.72 5.452 29.2592
"2626" 1009.9 27.7 74 37.8 5.26 29.3817
"2627" 1008.7 26.4 77.6 38.52 6.983 29.0356
"2628" 1014 25.2 70.6 37.44 5.007 28.4835
"2629" 1012.3 26.2 77.2 23.4 6.21 29.2439
"2630" 1008.2 28.4 79.9 32.04 6.9 29.3405
"2631" 1011.4 25.1 72.7 34.2 5.312 28.1801
"2632" 1010.1 26.7 74.6 46.08 6.89 28.7601
"2633" 1009.3 27.8 75.2 41.4 6.258 28.9598
"2634" 1010 28.5 78.7 32.76 6.894 29.1944
"2635" 1014.2 25 76 46.44 5.665 27.2889
"2636" 1007.3 26.7 80.4 43.56 5.889 29.0231
"2637" 1007 27.3 83.6 5.4 5.708 29.3895
"2638" 1008.3 28 71.8 37.44 5.991 29.3
"2639" 1015.5 25.2 76 27.72 5.387 28.0376
"2640" 1003.2 29.1 73.8 26.64 5.961 28.9344
"2641" 1015.5 25.5 76.6 39.6 5.052 27.8822
"2642" 1007.7 27.9 72.4 40.68 5.503 29.1314
"2643" 1009.3 25.7 76.6 35.64 5.897 28.7227
"2644" 1012.1 27.1 77.4 38.88 6.899 28.9626
"2645" 1010.8 25.8 77.3 41.04 6.342 28.722
"2646" 1007 27.4 68.9 10.44 5.02 28.6945
"2647" 1014.2 25 68.9 36.36 6.325 28.3618
"2648" 1004.4 27.2 79.3 14.04 5.643 29.5571
"2649" 1013.4 25.4 76 57.96 6.446 27.6479
"2650" 1012.2 24.4 82.6 27 5.983 27.7136
"2651" 1007.9 27.7 79.8 43.56 5.766 29.4108
"2652" 1007.9 28 78.2 39.96 6.34 29.5586
"2653" 1012.3 27.2 77.7 40.32 7.325 29.0812
"2654" 1010.6 27.9 81.4 36 5.236 28.9865
"2655" 1010.8 26.1 81.9 36.72 6.394 27.8869
"2656" 1009.3 27.5 80.2 28.44 5.636 28.938
"2657" 1013.9 24.6 67.4 33.12 6.205 28.2269
"2658" 1012.1 26.9 68.4 40.68 5.028 29.8239
"2659" 1010.2 26.1 82 39.96 6.21 27.9026
"2660" 1008.3 27.9 77.5 37.44 6.62 29.3916
"2661" 1011.9 25.4 74.8 40.32 6.888 28.106
"2662" 1010.5 27.6 70.1 34.92 6.448 29.0473
"2663" 1013 25.6 83 42.48 5.95 27.924
"2664" 1010.3 27.6 77.9 28.44 5.433 29.3534
"2665" 1013.1 25.7 82.1 36.36 5.964 27.9418
"2666" 1003.7 27.7 84.1 38.88 6.437 29.4657
"2667" 1012.8 25 77.6 35.28 6.522 27.4823
"2668" 1009.1 27.5 72.1 33.12 6.811 29.171
"2669" 1009.9 26.3 76.6 40.32 6.701 29.0263
"2670" 1010.1 26.9 79.9 38.52 5.914 29.0599
"2671" 1014.8 25.1 67.9 40.32 5.133 28.4624
"2672" 1002.8 27.3 84.7 33.12 6.949 29.5536
"2673" 1004.7 28.8 77.3 20.52 6.499 28.9057
"2674" 1012.2 24.5 77.9 31.68 6.23 27.8259
"2675" 1013.1 25.2 70.9 38.88 6.404 27.7757
"2676" 1006 28.4 77.9 18.36 6.369 28.8548
"2677" 1011.9 26.3 83.6 37.44 5.736 29.213
"2678" 1013.3 25.2 77.1 36.36 5.549 28.2347
"2679" 1008.8 28 78.8 28.44 7.237 29.2575
"2680" 1011 25.8 78.2 40.68 6.459 28.7447
"2681" 1011.8 24.2 78.7 50.04 5.397 28.1453
"2682" 1009.6 25.4 89 41.4 6.248 29.1252
"2683" 1011.8 27.2 81.9 40.32 5.584 29.0163
"2684" 1009 26.2 87.5 45 5.387 29.0603
"2685" 1009.3 27.5 80.5 39.24 6.353 28.4914
"2686" 1013.8 24.4 73.8 30.24 5.301 28.1817
"2687" 1006 27.4 81.7 20.88 6.137 29.1497
"2688" 1011.1 26.5 82.5 40.68 6.939 28.761
"2689" 1008.3 28.3 80.4 39.6 7.442 29.8233
"2690" 1011.6 27.4 79.5 40.32 6.723 28.9235
"2691" 1009.4 28.6 79.3 35.64 6.71 29.2584
"2692" 1009.8 27.3 73.6 42.84 6.946 29.3326
"2693" 1004.1 28.3 80.8 33.12 5.647 29.5794
"2694" 1003 27.7 75.8 22.68 7.022 28.6796
"2695" 1012.7 25.2 79.6 39.96 5.777 27.3845
"2696" 1009.3 25.3 78.5 43.92 6.653 27.4982
"2697" 1008 26.9 78.5 42.12 6.568 28.7924
"2698" 1009.8 27.6 73.7 46.44 6.326 29.5545
"2699" 1010.7 26.8 81.9 33.12 6.658 29.0182
"2700" 1007.1 27.6 69.6 45 5.582 28.9768
"2701" 1012.9 26.7 74.5 31.32 5.888 29.219
"2702" 1006.4 28.6 79.5 16.2 6.315 28.8652
"2703" 1010.7 26.3 77.4 39.6 5.18 29.1371
"2704" 1010.1 26.9 71.5 34.2 6.194 29.1496
"2705" 1011 25.5 73.3 46.8 6.411 27.6076
"2706" 1012.8 27.2 71.3 43.2 6.495 29.3437
"2707" 1011 27.9 83.8 22.68 7.72 28.8666
"2708" 1014.4 24.8 65.3 39.6 6.544 28.2013
"2709" 1008.3 26.8 79.5 47.16 6.669 28.6576
"2710" 1009.8 26.9 78.7 38.52 5.85 29.0591
"2711" 1009.7 26.5 76.7 44.28 7.217 29.1231
"2712" 1010.2 27.8 76 35.28 5.672 29.2311
"2713" 1010.1 26 82.4 42.48 6.148 27.908
"2714" 1012.3 25.8 75.3 40.68 6.242 27.9141
"2715" 1006.3 27.3 81.1 22.68 6.627 29.2008
"2716" 1003.2 27.8 80 58.32 5.934 29.2889
"2717" 1007.6 27 81.8 46.44 5.7 28.9413
"2718" 1007.8 27.4 84.6 9.36 5.613 29.4634
"2719" 1013.5 24.2 84.4 31.68 5.366 27.9824
"2720" 1010.3 28.7 82.6 27 7.583 28.8162
"2721" 1005.9 28.5 78.8 44.64 6.157 29.1683
"2722" 1004.9 28 78.1 30.24 5.685 29.2775
"2723" 1002.4 27.2 83.3 12.96 5.558 29.3667
"2724" 1010.3 24.5 78.8 29.52 5.463 28.2975
"2725" 1010 26.1 80.7 47.16 5.903 27.718
"2726" 1010.2 25.8 77.6 41.04 6.129 28.716
"2727" 1008.1 27.4 79.7 50.4 5.983 28.8955
"2728" 1009.7 27.9 77.4 4.68 5.182 28.6093
"2729" 1008.9 27.6 68.9 49.32 5.998 29.6139
"2730" 1003.2 28.6 75.8 43.2 5.686 29.4078
"2731" 1009.3 27.1 77.5 40.32 7.235 28.8145
"2732" 1010.7 27.4 70.5 37.8 5.269 29.5507
"2733" 1010.3 26.9 80.6 37.08 6.479 29.0095
"2734" 1010.8 25.4 77.1 41.76 6.53 27.6278
"2735" 1015.2 25.4 68.4 48.6 4.735 28.3878
"2736" 1010.7 25.9 80.9 42.48 5.524 28.7711
"2737" 1009.5 24.5 85.9 55.8 6.301 28.0797
"2738" 1009.9 27.3 71.2 37.44 6.591 29.2696
"2739" 1012.8 25.7 69.9 43.2 6.342 27.6329
"2740" 1010 28.1 74.5 37.08 6.186 28.9635
"2741" 1013.5 25.4 76.6 36.72 5.049 28.2718
"2742" 1012.8 25.2 83.7 37.44 5.305 28.2928
"2743" 1011.8 27.3 75.1 37.8 5.561 29.0881
"2744" 1006.6 28.4 75.7 30.96 6.023 28.6019
"2745" 1002.7 27.5 78 29.16 6.831 29.4948
"2746" 1013 27 75.1 35.64 6.38 29.1461
"2747" 1009.9 27.7 77.4 46.44 5.443 29.0657
"2748" 1008.1 29.1 79.2 23.04 6.799 28.7769
"2749" 1010.1 26.4 78.9 47.88 6.313 28.9328
"2750" 1010 27.2 74.3 40.68 5.12 29.2291
"2751" 1008 27.8 69.5 41.04 6.265 29.0176
"2752" 1003.4 28.5 78 30.6 7.416 28.7764
"2753" 1011.2 27 72.5 40.32 6.316 29.3956
"2754" 1010.9 27.6 80.6 30.96 5.475 28.9999
"2755" 1010.5 26.1 82.1 43.92 5.897 27.9267
"2756" 1003.8 28.6 76.3 36.36 5.7 29.3842
"2757" 1014 24.6 67.7 34.2 6.273 28.1701
"2758" 1012.4 25.2 79 48.6 6.555 27.6508
"2759" 1003.5 26 82.7 23.4 6.032 29.1561
"2760" 1010 28.8 76.6 42.12 5.548 29.4313
"2761" 1004.5 26.9 73.3 17.64 7.37 28.5843
"2762" 1009.7 25.5 80.5 46.08 6.437 27.4879
"2763" 1003.3 28.3 78.9 48.6 6.258 29.2693
"2764" 1006.4 26.1 88.4 19.08 4.942 29.0539
"2765" 1007.7 27.9 81 10.08 7.144 28.6503
"2766" 1008.7 27 72.5 44.64 6.093 28.9781
"2767" 1008.9 26.7 77 38.88 6.642 29.0103
"2768" 1008.7 28.9 79.7 36.72 5.674 29.2365
"2769" 1012.8 24.9 77.7 38.52 6.485 27.3301
"2770" 1009.9 28.1 77.3 27.36 6.732 29.1301
"2771" 1010.9 27.7 77 41.04 5.079 29.0869
"2772" 1011.9 25.4 71.5 37.08 5.283 28.6041
"2773" 1007.6 26.5 77.4 11.88 5.848 28.6725
"2774" 1013 24.3 87.6 31.32 6.102 28.0916
"2775" 1012.9 24 85.8 21.96 5.355 28.3698
"2776" 1011.4 28.7 76.1 26.28 4.972 28.9922
"2777" 1012.1 25.5 84.6 43.2 6.938 27.7496
"2778" 1009.6 28.3 76.4 18.36 5.438 29.6957
"2779" 1004.4 28.6 78.8 13.32 5.516 28.8705
"2780" 1012.5 27.2 71.7 43.92 6.985 29.2173
"2781" 1005.8 28.5 78.8 45.36 6.163 29.1647
"2782" 1009.5 27.5 73.4 33.12 6.121 29.0778
"2783" 1009.3 25.9 76.9 34.92 5.882 28.7244
"2784" 1012 26.6 83.1 29.88 6.49 28.9434
"2785" 1011.4 27.1 69.1 33.48 6.724 29.478
"2786" 1005.3 28.2 76.8 19.8 5.866 28.902
"2787" 1011.8 25.3 73.1 36.36 5.555 27.9855
"2788" 1011.4 25.7 73.4 47.52 6.105 27.6134
"2789" 1005.6 28.6 78.9 14.4 6.588 29.0014
"2790" 1013.5 24.3 83.8 31.32 5.619 28.3176
"2791" 1010.2 27 81.4 36.72 5.701 29.0373
"2792" 1009.3 27 80.8 45 6.331 28.7448
"2793" 1011.4 27 67.8 31.68 6.724 29.472
"2794" 1011.2 27 78.5 39.24 6.442 29.0594
"2795" 1004.3 28.7 77.3 41.04 6.176 29.2383
"2796" 1006 28.6 77 33.84 4.861 29.2405
"2797" 1006.2 28.7 77.6 25.2 6.475 28.9131
"2798" 1011.7 25.5 84.8 40.32 6.961 27.7449
"2799" 1015.4 25.4 73.4 31.32 5.418 28.0363
"2800" 1012.9 26.8 75.7 36 6.337 29.1821
"2801" 1012.7 26.2 66.5 48.96 5.541 28.5572
"2802" 1013.9 25.1 78.3 34.2 7.142 28.3041
"2803" 1010.8 25.9 73.9 40.32 7.156 28.1638
"2804" 1011.1 26.9 80.3 44.28 6.818 29.2837
"2805" 1012.2 27.4 72.3 36 6.468 29.1976
"2806" 1012.9 26 70.2 47.88 5.756 28.5036
"2807" 1007.8 28.5 75.9 45.72 6.478 29.613
"2808" 1007.8 28.1 72.8 35.28 5.671 29.3774
"2809" 1008.1 27.4 81.3 47.52 5.893 28.8513
"2810" 1004.5 28.8 79.9 20.88 6.49 28.9076
"2811" 1009.2 25.6 77.2 32.4 5.901 28.7217
"2812" 1012.4 26.9 82.8 27.36 5.636 29.0073
"2813" 1012 25.2 64.7 36.72 6.628 27.8726
"2814" 1014.4 25 74.2 48.6 5.746 27.998
"2815" 1013.5 24.4 83.7 38.16 5.752 27.6101
"2816" 1007.6 28 84.8 4.32 6.326 29.0586
"2817" 1012.5 27.2 70.5 36.72 5.884 29.3716
"2818" 1011.1 25.2 81.5 39.96 5.297 27.9491
"2819" 1008.3 27.9 72.3 40.68 6.218 29.0668
"2820" 1012 25 63.3 39.24 6.199 28.0762
"2821" 1010.8 25.1 72.2 33.48 5.517 28.2326
"2822" 1005.6 28.4 77.3 11.88 6.95 29.053
"2823" 1014.5 25.2 78.1 33.48 7.061 28.1666
"2824" 1010.7 25 76 38.52 5.202 28.6183
"2825" 1012.8 25.4 73.3 31.68 5.27 28.0748
"2826" 1013.1 24.2 88.7 25.56 5.223 28.1182
"2827" 1010.5 25.6 75.4 36 6.427 27.7877
"2828" 1011.3 26.5 78.5 40.68 7.101 29.0869
"2829" 1008 28.4 78.6 35.64 6.709 29.2238
"2830" 1012.5 25.8 83.6 36.72 6.75 27.6136
"2831" 1012 25.7 71.2 37.44 6.279 28.282
"2832" 1007.3 27.5 83.5 19.8 6.357 29.3383
"2833" 1010.1 26.9 82.6 42.84 5.381 29.1244
"2834" 1010.4 26.8 80.4 32.76 6.578 29.0012
"2835" 1014.4 25.2 79 32.04 7.051 28.1571
"2836" 1014.2 25.1 81 34.2 6.282 27.9054
"2837" 1009.3 26.4 79.7 38.52 6.828 29.0362
"2838" 1010.3 27.1 73.4 36.36 6.306 29.4546
"2839" 1004.9 27 86.3 28.08 6.71 29.462
"2840" 1007.9 28.8 76.2 30.6 5.033 29.2747
"2841" 1008.9 26 79.9 37.44 6.303 27.3318
"2842" 1011.6 26.8 83.3 52.56 5.362 29.0293
"2843" 1010.9 26.4 78.1 37.8 7.009 29.0476
"2844" 1010.3 28.5 77.4 37.8 5.03 29.333
"2845" 1009.8 28.3 78.5 31.68 7.154 29.2923
"2846" 1009.8 25.6 74 39.6 6.204 28.1364
"2847" 1011.6 27.3 78.2 40.68 6.648 28.943
"2848" 1006.1 26.7 82 16.2 6.066 29.1714
"2849" 1011.8 25.3 72.2 38.16 6.598 28.182
"2850" 1012.2 25.3 82 37.8 5.878 28.1211
"2851" 1012.6 25.2 88.5 31.68 6.92 27.7305
"2852" 1004 27.4 81.7 33.84 6.899 29.4848
"2853" 1011.2 25.3 72.5 37.44 6.124 28.1803
"2854" 1010.6 28.5 74 23.4 7.459 28.5993
"2855" 1006.1 26.6 77.1 47.52 5.75 29.1967
"2856" 1012.7 26.1 64.8 48.24 5.153 28.7285
"2857" 1007.9 26.6 74.2 38.52 7.211 28.476
"2858" 1009.9 28.7 78.2 34.56 5.696 28.7557
"2859" 1010.9 26.1 72.8 48.6 6.957 28.3455
"2860" 1012.7 27 77.4 34.92 7.061 29.2706
"2861" 1008.7 26.7 75.1 51.48 6.879 28.6196
"2862" 1007.6 26.8 78.4 26.28 5.731 29.1197
"2863" 1005.1 28.9 71.4 30.24 5.307 29.208
"2864" 1009.3 25.7 89.3 43.56 7.009 28.9203
"2865" 1006.2 28.9 79.8 24.12 4.732 29.0863
"2866" 1012.2 27.3 71.2 33.84 6.246 29.0567
"2867" 1013.9 25 70.5 33.48 5.958 28.3836
"2868" 1011.3 27 78.9 38.52 6.487 29.0518
"2869" 1005 28.1 78.8 23.04 6.355 28.9328
"2870" 1007.8 28.1 77.8 26.28 6.917 29.2781
"2871" 1012.5 25.8 83.4 40.32 6.088 27.7143
"2872" 1004.4 28.3 78.1 30.24 6.568 29.1828
"2873" 1012.5 27.2 74.9 39.24 5.412 29.0743
"2874" 1007.2 28.3 77 14.4 5.251 29.0061
"2875" 1006.9 28.1 80.3 27 7.076 29.396
"2876" 1007.3 26.8 80 44.64 5.922 29.024
"2877" 1005.2 27.9 76 36 5.56 29.4702
"2878" 1011.9 25.5 70.7 34.92 6.188 27.6823
"2879" 1011.4 26.7 80.3 52.92 6.563 28.657
"2880" 1011.1 27 71.9 36 6.593 29.2165
"2881" 1012 25.4 76.9 39.96 5.955 27.4034
